	cohenD	fc_case_control	pval	padj
2-aminooctanoate	0.199410355706217	0.17980871489864708	0.375248238715013	0.881422626059497
gamma-CEHC glucuronide*	0.0311085270644989	0.03194628311489438	0.889712669147641	0.9887630379600968
dimethyl sulfone	-0.0985251267283683	-0.4099805894944448	0.660708500537165	0.9531485733959788
2-piperidinone	-0.0893241887174254	-0.19215299949558134	0.690638712603635	0.9531485733959788
N-acetyl-1-methylhistidine*	0.303735148081093	0.48677323222362157	0.178270109524478	0.8410038443481185
indolin-2-one	0.0713429537419921	0.06367130927982415	0.750537383535728	0.9579405443524524
2-aminophenol sulfate	0.0980326653249349	0.16705773232873508	0.662297056833486	0.9531485733959788
1-stearoyl-GPS (18:0)*	-0.230867889908192	-0.23205713772080264	0.305041509822859	0.854282201100403
sphingomyelin (d18:1/14:0, d16:1/16:0)*	-0.2006266836599	-0.05619965722820374	0.372357341299739	0.881422626059497
sphingomyelin (d18:2/16:0, d18:1/16:1)*	0.0921458836986487	0.02250301687759531	0.681404587519532	0.9531485733959788
2-hydroxyphytanate*	-0.334598694117337	-0.2975873241108176	0.138592570878734	0.8410038443481185
6-oxopiperidine-2-carboxylate	-0.198511571733451	-0.14386035860286947	0.377393472237101	0.881422626059497
S-allylcysteine	0.0784567215649034	0.20266074960891575	0.726632426775052	0.9531485733959788
N-delta-acetylornithine	0.16478886948088	0.27137055435510604	0.463358732511653	0.9046254322428878
acisoga	0.0256550110912355	0.01932810292033985	0.908951831786428	0.9912437377647828
2-aminoheptanoate	0.0480660506953822	0.0350862653689684	0.830361168930953	0.9764605313929012
N-formylanthranilic acid	-0.0956687598698623	-0.07504470813562851	0.669943892671236	0.9531485733959788
N2,N5-diacetylornithine	0.0509093272640349	0.03422956836472433	0.820495865743156	0.9764605313929012
1H-indole-7-acetic acid	0.063205121155472	0.061905984588465	0.778184776019236	0.9676825163420062
3-methoxytyramine sulfate	0.227777133320973	2.2948457086196807	0.311518235534185	0.854282201100403
methionine sulfone	-0.003479133314806	-0.0030096061272192423	0.987625819370052	0.997313991810292
1-linolenoyl-GPC (18:3)*	0.200385774741706	0.12069189698672246	0.372928799516823	0.881422626059497
1-(1-enyl-oleoyl)-GPE (P-18:1)*	-0.0883095352443926	-0.03983140439211288	0.693970807392184	0.9531485733959788
fructosyllysine	-0.0528401587332512	-0.04335787755519273	0.813812832194584	0.9764605313929012
N-methylpipecolate	0.0051059884618926	0.00488477244322227	0.981840464616971	0.9968734286685228
O-sulfo-tyrosine	-0.465210060995242	-0.1821960286568125	0.0407644033303485	0.8410038443481185
ferulic acid 4-sulfate	0.371521996684636	0.5774451099990322	0.100628115177932	0.8410038443481185
etiocholanolone glucuronide	0.365788004505915	0.5124394366285583	0.105899430232568	0.8410038443481185
N-acetyltaurine	-0.494814849226822	-0.27620630354697323	0.0298297555963119	0.8410038443481185
1-palmitoyl-GPG (16:0)*	0.0584001789321072	0.0460560096887922	0.79464704331254	0.967991404081062
3-methylglutarylcarnitine (2)	-0.335218938604534	-0.3015723284266741	0.137872755998414	0.8410038443481185
